puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
TkltEdkK5LjAszQ7vV-NTCtGSnVxp0H3WgJBhKaYHQiuRhrnndLmPDTJlDscxGcdh6bha17tjXUqww,euw,challenger,,2,0,0.5,13.0,11.5,2,0.0,2,0.9230769230769232,
Tlf4rLy4LDb3XzkUbKsyEFHIxzZRdfR-DvJ9HNNYdGVRc8cdQYKFmzDXciw3mAKGyitDJjiS0stYQQ,na,grandmaster,,2,2,6.5,2.5,5.5,0,1.0,2,4.8,
TlqFmmrpvdJqFzfYV2Kz0wspN0KirHbEwr5NGAjk-XuJwzQex4NAS799p1vICmljGYw3N1TkmF7rTA,euw,grandmaster,,2,1,7.5,7.0,8.5,1,0.5,2,2.2857142857142856,
Tlshz_yPMImprUjL-kYDRqtuFPsKfzs5zYWbZrRdJIDkJVVRTyfz6U5LcWR097V3lJIcH-QjL8TYXw,na,challenger,,3,1,12.0,8.333333333333334,11.0,2,0.3333333333333333,3,2.76,
TmGR2RXIv22DIdLbv4dMbvHUrnS7YP3Km1GYoXxxm25Pqjqf01wfGcU7QEvaK4fgRyi1ZDsDZI2xXw,euw,master,,1,1,7.0,9.0,22.0,0,1.0,1,3.2222222222222223,
TmQ5KkGVq6zjFNKafUp7rLJKWg_WyndVbZep-ECvpdX97OIhB6g6J2dE7lj-IeaudigWGJvy2odqWA,euw,challenger,,12,4,4.5,4.833333333333333,6.0,8,0.3333333333333333,15,2.1724137931034484,2497.0
TmUL33SJgScF4WKjPLLuBJLC-o-1npF9t7FQNf2RAmSL-HRhyZS5M9ZWL2AXihZxTnyRYyEB7VksUQ,na,master,,1,1,2.0,8.0,14.0,0,1.0,1,2.0,
TmuAJ_R02yZXzEBI1oMN39M-vWM2HoHLtnrBQblIjkpKS5I0a5LPX9N5o931cPfrxAu-re0x_v_B8Q,euw,challenger,,1,1,7.0,8.0,17.0,0,1.0,1,3.0,
Tn7-J1PTC4GnDoaHR8mHdJgP-He6SgQX0twTo8iw172sCCXXm9YXwhMbXZtbMLIWM05aIlb5OJlt-w,na,grandmaster,,3,2,7.0,6.333333333333333,17.0,1,0.6666666666666666,3,3.789473684210527,1238.0
TnENX4YX-v6SKD-gzuD2-qiG5C_8Jgg9Fr6QD6El_XZxkA4mItfa7Z3oMeZScQuP7ckQaQcVYB2PJA,euw,grandmaster,,1,1,12.0,4.0,10.0,0,1.0,1,5.5,
TnGFhkitRRoqZuLONNkvxlSknM-8Vt_MTe8rI4tFp5FMnvnmHvHTRJ_ezYl7oU7QWrsI8_ozLVnxRA,euw,grandmaster,,2,2,10.0,3.5,8.0,0,1.0,2,5.142857142857143,
TnMIeTLIeNFKJAn_9kohVZu2g7X3J47CrtZWcZr8iKa1B1oa3cjx3UoH7ftCAiTt7wr7SXXlELXTaQ,euw,challenger,,1,0,14.0,5.0,3.0,1,0.0,1,3.4,
TnOOcY3pMqLMuYZNXjR9vGXxQL1aomNjJUzkWwUCGlAdTiISdtKNJVQQDqj3yXw20Hx-WUGlYk9OxA,euw,grandmaster,,4,2,6.5,5.5,13.25,2,0.5,4,3.590909090909091,2057.0
ToEedWS95YhMC7pfQvnkzfkN9jZ8JU2KYC9S2urycekI7ypIjmO_3FRP9OkUPSTpLi8AveOuqdmfYQ,na,grandmaster,,2,1,4.0,5.0,10.0,1,0.5,2,2.8,
Tpaxe9DvipvNFat37lC1RDUf-F-_AaP8AKjkyPD4W1y-eJo27mjEYZiFJaEsMSahlfbthsimCALl8w,na,grandmaster,,1,0,1.0,7.0,5.0,1,0.0,1,0.8571428571428571,
TprGYsqaTJiEIPveK0CnS-UgZ5wh_ZGu7hAr68hSNZ1GjpGUnMNanMr4YXVuNYZ4NTAoxRiYXXbUOQ,na,grandmaster,,3,2,3.333333333333333,6.0,11.666666666666666,1,0.6666666666666666,3,2.5,
TpzZnD8tZUmpU1EPmfoNdIfcZ7joEZApzdhU0cFGxhC5MQMBSO8o3huJHGXQUU-0WPDRPfEk2XVrzg,na,challenger,,20,12,7.0,4.1,6.2,8,0.6,29,3.2195121951219514,1865.0
Tq_lQ7xAnItU01_phulBgD2D8RS9nc_2Tnvj8ARYbKzBQ012XMro9jNOmv52u8c-qLFGQfS-CXv08A,na,master,,1,1,11.0,11.0,8.0,0,1.0,1,1.7272727272727273,
TqnHcdzZB83yYRpetchaJSX6e9DxGFKD6UXe0wVC0wy42YhOvrUNyZc1angvbOFy19nRFjBadRrTlQ,na,master,,1,0,9.0,7.0,6.0,1,0.0,1,2.142857142857143,
TrmAjIli44NTLrvONgL9eV-AWNbQJ4_reyBLjXb3IAJ3YAodzdnffmreZ-bh84MhBPUZ64TaotWhfA,euw,master,,1,1,8.0,8.0,17.0,0,1.0,1,3.125,
TsEjRsVLeY4zD-GKNb8hLQHF95nZhIx_eaZtT05kUtFtXq5K5keSobgtiaffc3S33KeoQ0YPuYz2Sg,euw,grandmaster,,1,1,2.0,7.0,19.0,0,1.0,1,3.0,
TsQB5lvOdSf4zxB0SlGJSzNqDsep-rTYn8HSJ884ko0jfkBbFh9HuUD8v4i2AZpsFNFlxD32Q1ZR3Q,na,grandmaster,,1,0,4.0,8.0,5.0,1,0.0,1,1.125,
TtE_IiAIPEi_s_77uCBmbl4O3FZ6zvYfyZxsn14WH9ah3FgYOmPyiZFJhlkmtqqSackQ2lHId09dsw,na,grandmaster,,1,0,2.0,12.0,2.0,1,0.0,1,0.3333333333333333,
TtK99ON6KvgRNYdpLiOsL2tePqWc_qdX2U1xfX9U83P4tJWFsQ8LKep4s-aM2r0UkWsuM8OLZfJS2w,na,grandmaster,,2,1,3.0,4.5,22.0,1,0.5,2,5.555555555555555,
TtY-jHLTpj0qYC-LORG0AaE-dO7YfpCC17-dK8bIxyCGNC08zSqLox5s53OQawGYcUO4o8vDJ2UMHQ,euw,master,,1,0,3.0,9.0,10.0,1,0.0,1,1.4444444444444444,
TtZxi1DWhKn2k6FTl0JGAbJZog-INQvG-aIV9LwMz0-z2YNSJeBwSQxmFtWXDZUp3Ahp9X1weUfQOw,na,master,,1,1,28.0,5.0,8.0,0,1.0,1,7.2,
Tth4rkbSZIXYrdufsxcTFKPEvLbw-T4W6oDMiv03tE63ApeXBvylhPHci_9s12i_MAz8Rriuk59evg,na,challenger,,1,0,2.0,6.0,15.0,1,0.0,1,2.833333333333333,
TtuFdAgsi2DIWG8zf94VeMOLbIP8mXxj4JZMd5SoWmX67GlrPefISOHwcAJIalzM9JS-Oj-T7p5y3g,na,challenger,,2,1,1.0,4.0,1.0,1,0.5,2,0.5,
Tu1edfE0wprh4yS3FCMKCq_d5d7aEj6JqEqGeIxFNKD4Hxa9IahPVJmvdjxpN74Hks9amemuealZgQ,na,master,,3,2,3.0,3.6666666666666665,7.0,1,0.6666666666666666,3,2.7272727272727275,
TuLQ9ad1GR-weRfmEh___kxi-t5w1-lQJ-If1U9-3lKSCfQvoTaURVAX9LrGPqtF16gYy7epySY7Mw,euw,master,,2,0,5.0,10.0,2.5,2,0.0,2,0.75,1552.0
Tuj_affGn5O3vViUZj1WgObOR6PAm-MSOX-6ADjYwqCe2EeUn46NFw1XJxH_e_YlzUbbuJWtMOcBiw,na,grandmaster,,2,0,4.5,7.5,5.0,2,0.0,2,1.2666666666666666,1106.0
TvCX2Mke-RZ5MBizyNsN78lD80pCokkEP0KXM-9Q_3c8ji9WgJg8Ixz5X7oiT0LO6qnt5xaxw7kq0A,euw,challenger,,19,9,4.842105263157895,6.894736842105263,7.157894736842105,10,0.4736842105263157,25,1.7404580152671756,2467.0
Tw56GSotTQfQT5C9CnjIWUDr4kyW1gFkUM2m430CGOJHE7yc8OgaeONHZuQ9ObktxR3qmnt6_mWBcQ,euw,challenger,,2,0,3.5,10.5,8.5,2,0.0,2,1.1428571428571428,
Twh07UzeyJMTs4fLt_KGIZItOtXfrNAXR6szhEignC4ahZ-BnxPBlJYN6Q6e-J_M4KWcfz3sCJ1Gzg,na,master,,1,0,1.0,11.0,6.0,1,0.0,1,0.6363636363636364,
Twq7ry-_QdBjVi7wY7y3P_xxxgFTYAniBLwNuFR02p7DgawipOJyDBJlXFl_G4A0qSQ-0XKvMattGA,na,challenger,,1,0,9.0,6.0,6.0,1,0.0,1,2.5,
Tx-BOEP9pWJJJ9hlsHa4iFqC4rCMXQkV2MfCA3gZjlR8NMbX6xM1DREoq4P2Mez0bY47UJehGAT_MQ,na,grandmaster,,1,1,12.0,9.0,17.0,0,1.0,1,3.2222222222222223,
TxdykPHHB8DOoIdsJAADT8QoqIF2us2DwWSdKq6Fosvo1gQWThfKvwud0SOgKOhdQPQ5tQHo32TANg,na,master,,1,0,0.0,8.0,7.0,1,0.0,1,0.875,
TxlZqFKqv9b_Te-J2XFUxpqn0KHMp98Nz2n4RYd2r4aXjPeFHEC7N2V88zgH4ghShKwy-fEEaYt6FA,euw,master,,2,2,7.5,4.0,4.0,0,1.0,2,2.875,
TyQYKAUsRYuUwcl6CJ2lcyCOI3QnWkqkH-CWqMuyLKLbNiPIfMBgzlAnzsLC-OZ9PFQMdlM4ILVGRg,euw,master,,1,0,5.0,8.0,5.0,1,0.0,1,1.25,
TyXMcruhBN8b3pT74_GKuW8IoyNApKZuKlys1Mt4pNajvzjjh5PehVUgjdlOFOlPgq8Vwt40YxzK8g,euw,challenger,,2,1,6.0,3.0,7.5,1,0.5,3,4.5,
Tyq17TZ81flNT2eEwuIR_9BpGvuS2wQfQkW6Fq_8LqNcj3yZVl88YaR228k0_PbQiMKE68iH6Vl6gw,euw,master,,1,1,9.0,4.0,13.0,0,1.0,1,5.5,
TzQUiS3aDo915bMC9eiOX_7Rh73e1ekeQQ59ngeIM6V8RPTL-04AvQdNakeCNKFfXSeEwk0aHB84rQ,na,grandmaster,,1,1,5.0,13.0,3.0,0,1.0,1,0.6153846153846154,
TzUBnKgcidt253Yxwas9n8207tE-hNxEvTG1a2x3v42LGbIbg-qV2ScaEXsptANSt5icO0SgH_WEmQ,euw,challenger,,8,3,4.625,4.75,7.25,5,0.375,14,2.5,2838.0
U-8i3zXSrMuvsyFws9GihIfnm2rMy0dpbc8jYhouPdB0dsMPpeiD8nxtLgIlG21jM5rKN7UbQtdnmw,euw,master,,1,1,5.0,0.0,15.0,0,1.0,1,20.0,
U-tBrA3aG4ccSfM1qyVMZJeyUhKQ9diaLSde6wgo0ruojYU-1I5dd-pEuJwP9-CS9wqJGh7odlFJ6g,na,grandmaster,,1,1,15.0,11.0,20.0,0,1.0,1,3.1818181818181817,
U08-vHRdvic9k_S2LPIs6_mlp8oMXznNkY6sIK2DlYxhanzlnptJwNuAIGpojlpF5NqIQOj160ZRow,euw,master,,1,0,6.0,7.0,6.0,1,0.0,1,1.7142857142857142,
U0TQs5f39rBhAjWKrZ0D3_dBdLOrEXhWaxPDPI9tSYNErSa7-uwiMQLx_q73fdTOQDkfNaH3hZoUgg,na,challenger,,1,1,6.0,10.0,22.0,0,1.0,1,2.8,
U0UZUsiiW4IiTRSuIoQJVrITeATUdhwuqMH6lvpF-Hj9I-RUHVlsqHKBCqXLVuvUvxYD5qXTuNxjuQ,na,challenger,,1,1,5.0,4.0,24.0,0,1.0,1,7.25,
U0VHBEDkdWDDFze5JSyNkaGSGJbnYuCL7AUn_5EVMNfZUN6ZzD9hUXthvc3pEPJ86L44R6E9uyd00Q,euw,challenger,,3,2,5.333333333333333,7.0,10.333333333333334,1,0.6666666666666666,5,2.238095238095238,
U0adqQRjO2AXIF29AZV16c23az-ebB03Nc1R5BjGiRCgvp2R54-TuRYwzBpv-Ftvqs58R4qRQwkP1g,na,challenger,,2,0,4.5,7.0,9.5,2,0.0,2,2.0,
U0t8-MOmN2JC-BAGIDwCsZOdNK8iPyGvgME2ak4GEs0vmpH7LcR2ivQefWh7jWV5xLUAw5BC0K8dog,na,challenger,,1,1,2.0,6.0,13.0,0,1.0,2,2.5,
U0vtmbyqEJSo0v08hI0CPfmfW0hAsEPh1uAvr6tNZuruGmlD6eoL9QNQI06xKZ0ztaJ_tk1Uuk1B_A,na,challenger,,1,1,3.0,10.0,16.0,0,1.0,1,1.9,
U1MOS-OK2SyZiOSpJgnbXHGy4HrLCPvXtg5Giae398gestp1YJIANdMWdhOZiIJp3Qad4inazSG7RQ,euw,master,,3,2,6.666666666666667,6.333333333333333,5.0,1,0.6666666666666666,3,1.842105263157895,
U1mr2vH5IeRcnIZBD-_CuAE7AtpWEE_8qu_En0zWmQkKVl-rTMMh_mNUSI1xtoh3M0UmPiETxRw9Nw,euw,challenger,,1,1,7.0,6.0,12.0,0,1.0,1,3.1666666666666665,
U2JuAPBk-02Ge2QQRLywH0zh70dPwH9WUsgueQCT1PJVrFJL7RB7cuZxfdCbsrxLNdWX3ldOl8MYTQ,na,master,,1,1,8.0,10.0,8.0,0,1.0,1,1.6,
U2SttgXk4PHQ1rmxm5lZysw-5EJfJcYpoMA2GhLi9vaJ5mPkqxhadJe17uZbUmZT9778z7I0Uf4wUg,na,challenger,,4,2,8.25,7.75,9.25,2,0.5,4,2.2580645161290325,1111.0
U2gdB8swCL8ipSzGHxvEuyZKFUhsIYW-5A88Z8gvysTjERuCahCSZAUW14SkvWpu1FDVfbf53dWRlA,na,challenger,,2,1,1.5,5.5,7.5,1,0.5,2,1.6363636363636365,
U2kOtl212FyLNlfYkg-qlIi1N28DHqe1D8olNa4XGDriVrZGa_0V94yLWfFXcTyQoVfn_dWg5HUVKA,na,master,,1,1,4.0,0.0,11.0,0,1.0,1,15.0,
U2lXu-ifY1_3bJ5EFLY9mYdc0haYGzuIeMgIplzIiyfY-6LMaOmOqrau-dGuUCdmXEo99dj4tsOgkg,na,challenger,,7,5,7.285714285714286,5.142857142857143,6.142857142857143,2,0.7142857142857143,7,2.611111111111111,
U2yXr3OzIiaEFfpVqdKW6w51B6tOgiUOGWqk8XX2MtsXLEoN3SqUn_E-a_RCa3eQqgnj5SS6UB5v3g,euw,challenger,,2,1,2.5,5.0,3.0,1,0.5,2,1.1,
U3FsrMsoxTqEEYAi-PrkizknHmxW2-mpNUOFqeUDeDVgMLqvEphIz2ovGS8Yn0STHni6CtOew0dAyw,na,challenger,,1,1,12.0,7.0,6.0,0,1.0,1,2.571428571428572,
U3cy-On2KlTrip-NTwpfAq8FN6qVnOdj1SLmqnK_pBEP4XslYGLeK_rZ6CBLy84ysIw41eEvAlQ0BQ,na,challenger,,1,1,1.0,6.0,20.0,0,1.0,1,3.5,
U3lETkzfhqcAl89oLIiUwCWF450BCKWuBMhPjSzKmr6mlUGBHoeLCJ_dEo__RRKwK4VGA4SHE9wxdQ,na,master,,1,0,6.0,8.0,14.0,1,0.0,1,2.5,
U3n4_ZCyTqSqd1cLGXBAVx7u6-wOBgTTC5ovkQayssG2jLPGLejv2yStU1WS3dPCwJlT_Yx8ect-JQ,euw,master,,1,0,2.0,9.0,8.0,1,0.0,1,1.1111111111111112,
U5614c_pmGVJqLv8SCiXGCgR8ZiCm09OEquupFzB8ic7_IuMdQLUsdSqJgjHI3weq6h1wA5O5NPagg,na,challenger,,1,0,1.0,6.0,8.0,1,0.0,1,1.5,
U57ulJAoBYXLfSJU0v_OxYFtTQGiUM3Bs6T4g4WC_plc2cj2-3-dpjAi4f_kRFjbFQ4fU5UxB5gDjw,euw,grandmaster,,1,0,4.0,9.0,3.0,1,0.0,1,0.7777777777777778,
U5N-4yTREzHuDInuaTvCUGdiY-cjsAynpdsmiISEeRccpLp8L0DbxN3pnJBRjypCTOi21KdorXK4qQ,na,grandmaster,,2,1,2.5,3.0,20.0,1,0.5,2,7.5,
U5N4Y5AAy7CgzCuwTS3CnRIfXfdTOVeIJ_fAK22qMZX5ZimSoT8K2RbAXON85WehljpAlfkHpJVuhQ,na,grandmaster,,1,1,2.0,3.0,26.0,0,1.0,1,9.333333333333334,
U5jw6ecovWuFeMy6dSBh96ROKVPIbSYJLb9ATD7wFItRnhAdTPfvFk_KpyxRU8YrKhRR57nxDK8mzw,euw,grandmaster,,1,0,2.0,6.0,4.0,1,0.0,1,1.0,
U5xBauDaXfp7rJBgcDNcqrEXb47bCmaKXm8l2dWIC3qiISzXTKJa1-ehB52_4Cxy7TKOKjfxzD_i8Q,na,challenger,,3,2,9.0,6.666666666666667,12.666666666666666,1,0.6666666666666666,4,3.25,1024.0
U6a4Wac-OhyDRG7-taKeG_1TuJo-3u1n4VRbgmbjItdYxqaRBWbuv2lKXg8YqS8PS2uYpElJpKymdQ,na,challenger,,2,2,6.0,12.5,7.5,0,1.0,2,1.08,
U7X5iKt6acALNkJjQqQAs6kRRxAQBxLDJ47UXdGMKFTiDUh6XCGzuMXsjioDXRO-WndRdSi47UVCyg,euw,grandmaster,,1,1,5.0,4.0,9.0,0,1.0,1,3.5,
U7cFedswfs_JtjGoGEY76CmkWnEHAPQAnaTpviurfRJy7IefppKxP8j3tW2A-3OWDBKb0B9hspIVuQ,na,challenger,,4,1,6.25,7.75,6.75,3,0.25,4,1.6774193548387095,793.0
U8_EdBWu6zIS06_ciuYIcGgFKjes2-z92PuU12RgD6k2oV5kr_-xDohPYgDmK5ERxp_mZN_uyBE_2g,na,master,,1,1,14.0,10.0,15.0,0,1.0,1,2.9,
U8gjV2mN-2Zv7qHBn5A8HYXlXXBzc78jQngp1ZSg4fxXmgEUU8XrMkvM-yaTU3ottNHiFqm79Liaig,na,grandmaster,,4,2,6.5,6.75,5.0,2,0.5,4,1.7037037037037035,844.0
U9Fp-IeMgnu-cYNgc1PI14pZC0kTBHopsdJAB6a0WdqShqCbZinXVgP10ECPDxTX_LJI8C0-CuB2tw,na,challenger,,3,1,6.666666666666667,8.0,11.666666666666666,2,0.3333333333333333,3,2.2916666666666665,
U9KLAQr2lZmZ2_2O89QAteMXGYIF5gbU7KtTaQOMFmzO4xiAozwbBhXDn8uVjDgo8D243rFmFmFv4g,euw,challenger,,4,3,6.75,5.0,5.0,1,0.75,5,2.35,
U9aXBFGDg99_K_2l2AjoPPUFbkOrgut3f_psFjaTcotq4sajzCCy0QXz80deKROvqJCDVaDBABHtQw,na,grandmaster,,2,0,6.0,4.5,6.5,2,0.0,3,2.7777777777777777,
UA1lQWF62biMKxqra-qGgDaPoui4VYxUWoHMtVwvTnq2A23whBEzY2yzfbSzv5_vRMgeaE26Ibb5QQ,euw,challenger,,1,0,2.0,4.0,3.0,1,0.0,1,1.25,
UA4BEJEGLQF6Ws7kkh2WY9PzLB6C68zaanPQkvehfN5QMNRKgXYJDLl9K-RZgkZEzVVm-zA0Uzgt9A,euw,master,,1,0,17.0,6.0,6.0,1,0.0,1,3.8333333333333335,
UAUf3wh13wg6DX3NmINA50kP5sOuaepC4_WcKvqe_aERU6W52YZ2ueGiyYmLTjA4Y0DU2K8ne1JVig,euw,master,,1,0,0.0,10.0,1.0,1,0.0,1,0.1,
UAbLPCe-yOoLZ48-4MRTCV2WRQ4GUn5W4_ceqxIzOI_ikTYetP26ubYl7YuvLcVCBxm3t195I_pBLg,na,grandmaster,,2,1,6.5,7.0,6.0,1,0.5,2,1.7857142857142858,
UB98u9a8Z_Bt19O41aVl9HA7Gc2DOB2kihkQumVPCm-Wzd4vLCOngUPsn1nlitHglZvtNZ5eth7QGg,euw,challenger,,3,2,7.0,4.333333333333333,5.0,1,0.6666666666666666,5,2.7692307692307696,1590.0
UBFfmH9xvuXqfHUtrkKPapUr8kwXVRqSD38PzSz7_uOkj4RgvNPCFLL_Ndn4jP6LHbENwQ3nI4cFXw,euw,master,,1,0,7.0,8.0,1.0,1,0.0,1,1.0,
UC6-jYlURJ20_WykwMfBVwTXvqnCO5eZ7oZmwGj8ZpXVcR_9ubN0okHfIgL5FW8lrtElHiE9iwoJBA,euw,master,,2,2,5.5,3.0,9.0,0,1.0,2,4.833333333333333,
UCBFP9uxWNVYChfrCO6gVGqCY-R8Hg8-hrfGZrTvLLs0D1H_-G2Pud4oOqXUCKlEGFYzlgU5SwODlg,na,master,,1,1,4.0,0.0,6.0,0,1.0,1,10.0,
UCP7I2NhaJKYjKn4ef5XhbBJyRx2xA2L3bHdYAz0tFVQvpP5L0Hd1yn-wVGPt82xtOtDKCNmio2yKw,na,challenger,,9,3,6.555555555555555,7.666666666666667,4.666666666666667,6,0.3333333333333333,11,1.4637681159420288,1035.0
UDSv5UKwIlJ-Vr1_-9eyInaqlXiqH0zBq7ML57sssOOjFE4W7M5fDfr_E8ZU1mqa5PWerYN8-JSY_w,na,challenger,,1,1,6.0,7.0,25.0,0,1.0,1,4.428571428571429,
UDUhAdM59LTEy0L3eP-bBZc7apNRlckZcwClhImcZVhUhvxQNyHgIv4LZevflJteM8_6yPk61vJFZA,na,grandmaster,,1,1,3.0,13.0,10.0,0,1.0,2,1.0,
UENOZAbwlXq4lyF1qC5iBM9rthf4gitdJPvsJF2f7p1ib6m5Cenu5Q9lGFwNlycYDQmIgADdl7m1jw,na,grandmaster,,7,2,4.142857142857143,4.571428571428571,4.285714285714286,5,0.2857142857142857,8,1.84375,1079.0
UEmFGV3uPkLvHIHWp6hJc0i1TUAe-cQuzQJW7sKmkIBvWBSp-Gc1p2qHpNKcBRbIQkklQqOTk-nJ3Q,euw,challenger,,1,1,10.0,9.0,23.0,0,1.0,1,3.6666666666666665,
UFPDfxZZ6KjWPusVYem-D1ccpVXRqfOTDayBVARlLZaXFgMYSnWuoIePp3dN3vqDqezxYd0h3-98AQ,euw,grandmaster,,2,1,4.5,4.5,9.0,1,0.5,2,3.0,
UFWCfkVAu_mxy8Hx1qpGTbn1Xb40IjPsyMHl06uPSiMaY2aa8rRB1RuQwjxteEqqTUsMsxAuvS1HIw,na,challenger,,1,0,2.0,7.0,2.0,1,0.0,1,0.5714285714285714,
UFbGhYb6m17Nst19I6MQtY1KeXoyQ3RzGhGY6T-bdF_aLyZmTeeE7lua-d8s-CSmeWSHBApl5Cs-5Q,na,master,,1,1,4.0,6.0,28.0,0,1.0,1,5.333333333333333,
UFmOFVSzQyKSWbG3pQZnqTCDlVzHJ6Xr2f_3dAW15vOShusGkFFDP_amJaI742u-hGBYvAl2gtxyjw,euw,grandmaster,,4,1,11.0,6.75,5.25,3,0.25,4,2.4074074074074074,1469.0
UG1n8rVK8po7krjPKoby_wvs0RpRy0znMdZ_1XhtF9Jt0sexSJfiAJUwqbk_1Y_f1ppd0iqUcnrmyg,na,challenger,,11,4,5.090909090909091,6.0,10.818181818181818,7,0.3636363636363636,14,2.651515151515152,1330.0
UG2TwJqYZaX0zbx5iU1zWIIHJdhUx-cGaVbHeZRVQohkJPAA4aFv_pPJAAtabCen8-GzhXN4hlNlag,euw,challenger,,1,1,9.0,12.0,12.0,0,1.0,1,1.75,
UG79Ja2a0wDSvQogKRv5GcCkuwkigvS6J2bQBWGvvWtW2hHtKfOGl9eX5lmenpfYz05bIS_YCvtWeg,na,grandmaster,,1,0,5.0,9.0,8.0,1,0.0,1,1.4444444444444444,
UG_oH_c6im31RU0ZQwLZ7JFzFXjtgKURsmKk0E6c0oNC7tNMuO4_3ziwzjv7TAHyzgYrCcxIa87brQ,na,challenger,,1,1,5.0,9.0,20.0,0,1.0,1,2.7777777777777777,
UGnFM7bqFnRQLROn7n7b-xwCuX6kuDoMSVjA1Rf9s3NFxbGhS_mN5Q1FHq8f9_V9gMZlf0m9Q82HNQ,na,grandmaster,,6,4,7.333333333333333,3.8333333333333335,4.333333333333333,2,0.6666666666666666,6,3.043478260869565,
UH0EWYe5PYtm0--maTKFVXLQ2Sxupk6S1aFalXnSfY-oAWCkERO1BgTRCNQMK7N46ISJN7cnyKrGzA,euw,grandmaster,,4,3,3.25,4.0,7.75,1,0.75,5,2.75,1611.0
UH7mrGhYbOvkBbZlUVxdRp61OuA4Q-1X1zqaNbqtfkyXqZOzH-Ye7CNd-TBIWr6kzPUT9VFbj6CAbQ,na,grandmaster,,1,0,6.0,12.0,11.0,1,0.0,1,1.4166666666666667,
UH8zs5S6CsY4CNwPJkp7q5N-x63wsa9TFit-hXRvmvIEsQ2eH4riG3Y32vau7D5ibtdR2CK4-mkhiA,euw,master,,1,0,4.0,12.0,8.0,1,0.0,1,1.0,
UHHb2sXDJDOi3ZOWOgm241n7riQFBM4tbQ4u0_Kqyyvt3yQxikj8ugTBk2lFCMdjQo7q_AC_mSOt0g,euw,grandmaster,,1,1,4.0,6.0,4.0,0,1.0,1,1.3333333333333333,
UImlrHKY5WAMX47iRjEiAQtVZSj8YOAkpPaz1G9CrK1suOA4GQqnrV9NVZfsEMIAzh8CxfEnwpG-HQ,na,master,,1,1,13.0,4.0,5.0,0,1.0,1,4.5,
UIoPAHiLTxTKLoyK9m8Qbxrokow7E6k2N_9894CkSk4zKNxaAL5obTV4MpjNVECCxHntsUPRQra0ig,na,master,,2,1,12.0,4.0,4.0,1,0.5,2,4.0,732.0
UJ455zs9mEWTv4gdqFx5D3P__jIjF8IIzc8q3Y5RCI-L_8tPt0BlFULk4sUzvYvDG31vqER4WbBz-w,euw,challenger,,2,2,10.0,2.0,8.0,0,1.0,2,9.0,
UKDV8_WTo8ZPeKJVlcQKJYcAeUECgWfPhQi-WhuI7vw6wjldXR2P_Kam6DQe1dQCL4JHE6WEvnPb9Q,na,grandmaster,,1,1,11.0,4.0,21.0,0,1.0,1,8.0,
UKDkA5vU6fsrhXe1WJ-m-4MzgMGdxTzmUhLgwy9x8Ws2uyn-t4XvKCAo86rfIJggS-hq-3tq5JcSPw,na,challenger,,10,6,8.3,5.2,10.9,4,0.6,12,3.692307692307693,1515.0
UKJ-OTBiY6IPWRySm_1Zi2HSyoFqMHLzI7oYphwh2BN6PTeGFCakkRvmUbjcK3ut2galJ3eAMWdBxw,na,challenger,,4,2,9.5,4.0,5.75,2,0.5,5,3.8125,
UKmwI987YbhvLopMNuyq23e_MOoVxeJp0NmknZCsrqOBs4un5nbEy5KH2ZS2iq-ETge5Riy07uQ3sQ,euw,master,,1,0,3.0,7.0,3.0,1,0.0,1,0.8571428571428571,
UKoLPAKBxxTwZR3dCMBb196baLmnyUDBRD13RD2fbukL3Vve8pjGuuSDrqr5FmR4yUlIjsNvsQGeLA,euw,grandmaster,,1,1,1.0,5.0,11.0,0,1.0,1,2.4,
UKsFUN-HOHcDhNSRol0znUQB076wlHXqNbe8_eu3fli-i4IR5wrm0XY9k-zEh4lEWe1f1o-o6GsGcA,na,challenger,,1,0,2.0,6.0,2.0,1,0.0,1,0.6666666666666666,
UL0yNgX37IqnBpI8bWQ13SH_hFUleXPzmHf54qHRpMPOvpxOobGS877iJ9FzOX8i-DOmoY30X_q1fg,euw,master,,2,1,6.5,5.5,9.5,1,0.5,2,2.909090909090909,
UL2GUhuq0CHTO4jQz9DvXEWCQi3Z9_eHVS1anGB8bhG8halNHAVZzWddHCswwSdDYV-AmC5Lj6Mt3Q,euw,master,,2,2,8.0,2.5,2.0,0,1.0,2,4.0,
ULuk9p4IewBV-TVQ7UTmRcpoH2wq-bn2NUlFdJhC2q34tcNklJzD-HSabQq_4EELrVj1XUoP2ht97A,na,challenger,,1,0,8.0,9.0,5.0,1,0.0,1,1.4444444444444444,
UMBCBF571KLAg00eJUcnbuW7iJyUGTvIrCtITKi2WiweGxRVpQ5IDD5KipuzMh9gUM5nNaLiJZ-2jQ,euw,grandmaster,,1,1,5.0,2.0,3.0,0,1.0,1,4.0,
UN7ADAtmlI8DCORP8Z4op12peHd_R7l1y6ASDG1o5arEfWhojVjL0HFqdJZZZ7F5iVdLPpcAjnSrxg,euw,master,,2,0,5.0,13.5,9.0,2,0.0,2,1.037037037037037,
UNKmIeYx1z1Q7kc4974abJgtYEbf4iqlImAEEm2ZZqHQCL3YYHd72F6_s9IP-u8kDEjOxQe9z8BLCQ,euw,grandmaster,,1,0,6.0,7.0,9.0,1,0.0,1,2.142857142857143,
